num_beds,equipment_hours,outdoor_temp,humidity,day_of_week,is_weekend,building_area,occupancy_rate,hvac_efficiency,daily_energy_kwh
475,13.727149639912156,37.999089949464164,57.515876610830404,1,0,18276,0.49256921709138707,0.8397196429032726,43603.68149971061
430,12.179103541709864,33.31092115727148,63.652467801757055,5,0,24989,0.7473754928962943,0.9298288222151596,49335.83133979983
156,19.4376396119649,7.6745900803318,81.83769484410061,2,1,17746,0.5386733815500919,0.6080682182099064,30757.64514418222
337,4.24406144636089,14.777869987715073,58.88000259213989,2,1,49243,0.9983705842852615,0.645586076181667,62536.83562110399
184,15.968854024104541,37.56116096932383,83.8604803606774,6,0,23557,0.48448603564774445,0.5827158002668167,45973.55187022917
244,15.310166946459477,13.85704514802746,70.46093874140814,2,1,33060,0.4953913295419887,0.7596212555051778,47739.595637456114
326,18.323581494659045,32.34096483254217,38.21994378322028,6,1,11568,0.9514705788936788,0.5696786275913547,27748.056987000917
253,15.98058729554653,33.87962685750463,89.69888215950559,0,1,40369,0.31725108324542584,0.6602872745576207,64600.13528652306
191,20.535976556181566,22.340823621134362,61.633959645234754,0,0,24041,0.7876822915112378,0.8136558562704184,32759.766528608925
171,23.181495891280555,18.522211844691043,53.51149778454473,1,1,11080,0.8077284735151147,0.7520521923542067,17440.42606469466
482,10.850485143570868,20.754355134691586,69.5468258681716,4,0,18854,0.8854650041872796,0.6739081539475709,40179.522789564166
334,8.54701966059974,12.943764302787745,36.533598838862346,4,0,7159,0.9821075174469327,0.6891123208133938,21317.12770324291
393,12.471937248409658,36.12868206450955,68.19231880520127,4,1,32025,0.9829213434096566,0.7529498971804532,52155.26590044052
179,9.758592329514522,20.771687985541526,59.89416002995638,6,1,46081,0.3456937302965247,0.5026391275492226,41015.7933103425
115,16.29900526305309,35.88608041596349,54.400444199914986,5,0,9368,0.8752875259270316,0.5353294408041245,18449.57492453632
491,22.237048176859293,8.699271796719593,87.18120127073395,5,1,39085,0.7524169535601668,0.8965661304933552,75274.52225332975
252,6.782323882861237,39.589634485004595,61.352383003923194,1,1,32094,0.7531394940611638,0.5350455450910808,44575.15579594896
199,6.01589206031773,20.51455806052664,43.147048768196306,5,0,6230,0.38984494863028635,0.8180616182947273,10302.116778231375
132,9.120310637073244,6.674078713793691,57.53780876263792,4,0,22517,0.7551310165119574,0.9140171738490737,30550.972952585635
337,18.521911721248017,6.330764688310921,85.16324427436035,4,0,28991,0.9877378064208735,0.621807621935779,65540.53759716985
461,15.859258105176432,31.11725401186435,40.56572827983568,2,0,6301,0.9382729986776128,0.6667211466767814,32672.791859962766
71,6.044253284503991,28.066243697128826,42.83742232129421,5,1,33610,0.6073914625633954,0.7560146326301223,31933.432397299235
287,22.37501044521493,33.07456953446557,30.781774065425026,0,1,20927,0.32796358130026604,0.896769036337363,30565.362148140706
314,19.801692742481734,8.687863688348209,30.851402963746033,0,0,39678,0.5536054430001434,0.923857514267189,52445.23881217636
405,4.46045209575275,6.244980346244192,79.76349761751075,2,0,29466,0.8784732181203887,0.8328034616500706,53863.505390479564
406,17.02734421976492,22.800275130665245,73.92735641057735,2,0,19904,0.7910493710256161,0.5389788923846123,43637.156230593486
132,19.42493337039476,18.565833101896935,51.3024633871175,2,1,45875,0.6215405589157694,0.8011193699906829,36118.97317052583
120,11.48870739440844,21.16814278348345,71.89866943365436,0,0,31081,0.33857107461118174,0.684636674842698,35442.42456953076
132,5.378430787344376,39.70559431045959,53.71235557859821,4,1,29354,0.5988263094763118,0.7118154497709777,32962.85973428856
459,5.546421309775745,38.976248518473454,87.17380775986965,2,0,32761,0.6283174578025184,0.5221167756553297,67631.53606836223
100,6.08493932103619,37.98103863856175,88.02316088556209,1,0,23300,0.9499888730258952,0.5859779627058612,40692.85713227658
206,20.80879263960846,32.434493686868585,53.567626548560604,6,0,34491,0.7487602725075115,0.8557311233901415,51330.41904139768
132,22.213723965114262,17.419447608991163,81.25331438045208,2,1,40525,0.5181570416582542,0.7042814748715369,44205.39213244524
21,6.456215636914676,19.424582559197006,76.38534250184797,6,1,31532,0.667722785115505,0.6357480087340169,28444.23393766001
149,8.718120691901625,24.236561530162355,48.599996230307354,3,1,11464,0.34623871547551205,0.6728085832842312,11916.580400391347
239,7.310410207345795,34.0687059741694,43.92238973406636,2,0,21562,0.9807977649548156,0.8844797809965561,30981.3759036324
73,7.726417589882414,7.404949138139372,57.49407902357003,0,1,46856,0.5520419313515081,0.8370495578322306,48399.515469972896
362,20.749815780049843,19.850391005971083,76.88093043686438,5,1,47511,0.6345071484391951,0.6225419287314873,61492.924327325476
243,10.642928253098779,7.891618221074404,87.61006708372472,2,0,13683,0.5486987819658458,0.552875828095568,32044.465251337126
244,10.228885280912824,23.013015530072906,75.81474413199436,5,0,37634,0.7777582110813401,0.6133991997398323,49497.391840494514
404,8.547912417542253,36.461528840218236,81.3124191011022,3,1,5060,0.7635625108307151,0.91434040297463,19475.83686173995
422,16.157887875885173,32.386972359737825,66.183858370231,1,1,14269,0.8007256173703949,0.7617149770323899,35457.58657957852
145,11.586113967710977,12.974484614008848,80.12446985052756,5,1,28065,0.48770026072834455,0.7400660939351522,39380.478690536605
149,18.884993036865776,39.15967973595774,77.06525148020506,6,1,7895,0.5209679368148461,0.7683771198616076,16604.285129758042
72,8.11159616751275,28.357263931624992,52.61913251557681,4,0,20323,0.38767586176734553,0.6647127195859318,26858.36351648778
191,19.755797774289846,5.364969478909107,63.119418127243264,2,0,17352,0.7588569802922788,0.8631981591437807,32727.50761218989
237,16.07443063460278,13.939471963982683,78.28518731938169,3,0,49643,0.3278579891349568,0.7354788121851124,82183.57517701859
179,6.285346001113755,14.12496549719708,32.76340405139738,3,1,43591,0.7183776348664213,0.552536556245958,44286.18466577218
217,12.290091684072554,7.423900720005098,78.48475694134979,5,1,35890,0.9087871193961437,0.5580793061730783,54930.812655533526
435,21.27036281225914,38.59392813265752,40.67328744294141,1,0,37016,0.9235825038027434,0.7415866159261782,67469.15226097494
266,22.459204635969698,21.73893531015733,60.88101702728633,0,0,16962,0.6143264322589732,0.9214565981318776,31561.61940050181
343,13.314002446376264,36.35351090801586,78.49652637335626,2,1,38302,0.6215125817491516,0.6387584547542894,61714.591274110266
458,13.616739561781472,16.27754262056199,45.22926468940169,3,1,24846,0.35387842810561215,0.8912935259866481,32186.232957029337
222,22.369094498786023,9.38317496514895,44.74844635836918,1,0,9011,0.769535517810125,0.8438430139604957,24241.499566705475
203,15.741364482731345,21.601763846717486,54.165863907735115,4,0,24782,0.8748815942609918,0.6115155993081081,31519.738501832693
142,4.6569334048687665,8.9884822150011,83.67856785465807,3,0,7155,0.4712585382232991,0.5163533367423091,15452.826028326039
420,22.254989257582576,22.010542604213896,30.026566886232473,1,1,44725,0.5949106171433552,0.5458312693140722,45822.01232568068
274,8.964528855143037,37.21040134267927,84.08298579851609,0,1,14196,0.8871875357356891,0.827822270231348,27072.893158107232
313,15.552639081830945,23.226884964197446,39.228421478496465,0,1,48459,0.9139843273636015,0.589851382118291,42482.06037847088
299,7.310266348559477,26.57749044132792,89.40518256404891,3,1,26709,0.47022598618495814,0.6670719142274272,44137.33664545997
344,4.677583204931899,10.482345294083292,87.29081958230809,6,1,18327,0.6853994441789549,0.7257646247028912,32606.881894199392
391,10.229463422655147,6.530746905798932,59.680511375476996,3,1,40474,0.4347452054450789,0.8264606758025732,54002.91569312572
117,19.609914150921753,8.878278676293245,60.763214868757686,5,0,37769,0.3713151348976896,0.5509540504666064,57135.68484753184
217,9.551743452588362,25.948605148952797,58.89296041655126,2,0,46993,0.9377843509743702,0.6828648823748577,68034.21516129612
489,8.40194428162194,8.325409464730663,68.12661873957136,1,1,29700,0.8743552529624763,0.7182828091142129,50259.40660026761
414,8.253615686824526,18.159751147945897,35.44330213409586,3,0,19820,0.8320244312622216,0.7433721787871929,28419.282301971027
259,14.303473648136253,24.25321791603546,31.95707690049399,2,1,15891,0.3341364231691983,0.8682622886278475,17718.829013494444
163,23.510826313655127,18.602847952044648,33.46217570495393,5,0,39629,0.8906101548971801,0.5772551877694476,36120.97819123091
116,13.17977976034026,10.728933051285551,56.66192095449087,2,1,10269,0.6066308531337685,0.86352415332198,14667.327793354172
220,15.146107377800957,14.582695762993728,46.532876353169,3,0,48880,0.5396765863071017,0.8117952924634935,62898.02780959284
143,21.212640357814678,37.491113649700196,67.32237374225963,0,0,13320,0.6825334527177636,0.7501418663895316,26415.315700595987
206,14.701394378673172,28.65937964552244,89.54653736248673,1,1,15740,0.36394726990648907,0.8147875416811574,28276.33855662235
345,7.689257428377122,22.36167435379603,53.179390384587954,1,1,40897,0.8296525845466791,0.6854079825282453,38900.77410920997
483,9.99191823532954,5.445021149541273,64.4304752462708,0,0,35930,0.7077045538218071,0.5622789136856561,69360.7679497979
368,10.198738525372217,39.73453901713145,54.936233754440124,6,0,22285,0.4306130678112172,0.7995943581194153,40306.41916580183
278,11.946362309151958,28.500922721312513,80.83630006331157,3,1,19380,0.4317625398383319,0.73610253800853,33952.8716929627
167,12.535778106734988,16.09228670707307,84.13418420773428,1,0,16360,0.4289740561008719,0.787718660244249,25200.338388688346
271,19.99564044148539,35.77440309992434,82.64133673231561,3,1,10398,0.3399016712863538,0.6520994514628204,26717.56694370977
462,10.98773998098666,14.045106710213634,88.46233432075545,5,1,10529,0.7114589145601793,0.9080899598029262,30112.590205322074
439,13.364636568827587,24.040580271396305,31.65115110842492,3,0,34062,0.8882437243119556,0.7643164408590095,41400.874745051195
422,16.499519741021047,27.262476730543877,80.38896972873187,2,1,41686,0.312248749791172,0.5384311179308933,72700.03438871328
365,11.554518948803386,12.737218000880496,75.10633038234559,0,0,22451,0.3343032514798915,0.7024117958169929,46480.81424290938
470,20.73129626584666,39.243904758020854,43.721664564021886,6,0,11937,0.700939193680862,0.8403602246346353,41985.41053665175
166,15.749072084681487,31.186716709264914,87.37920560325165,3,1,44886,0.8736469797702366,0.8573605527795225,62927.081575130214
167,9.88089358441943,24.523462892887448,38.89067569379673,6,0,15860,0.5287172233980435,0.7225686737436914,16945.51758839589
371,18.281183995796564,11.32081093613553,70.7729956280345,6,1,30142,0.5447300791654055,0.9026364068740854,50172.823821691316
218,14.552954602895717,6.885037244930914,43.49341300895475,5,1,30279,0.7174425482477431,0.6204507967374339,38440.90816726654
327,14.689117825144939,16.202094138234422,55.88283892644448,4,1,43106,0.49194902238690286,0.68476941375722,43772.3073613091
436,13.621758967751719,31.361556756969097,73.14959381667413,0,0,40908,0.3186258562543789,0.9043686097560365,72145.07050956476
443,13.940238976424979,14.426595440570878,63.7994785219828,6,1,45764,0.8146599626711173,0.9033155224122105,65398.95635604396
147,19.307125621324815,23.88446771734268,55.6501098796867,1,0,19201,0.7379549390590172,0.8085707459711065,24169.625962852457
58,6.05962958662631,30.47815118557601,49.580305855919235,2,1,45544,0.7065291993389613,0.8865412462049991,42435.72871457316
357,10.687256226209644,8.778030012626253,80.37957934252742,1,1,42711,0.819178890294276,0.5399479701303047,69219.70006219987
379,5.510067276077784,28.98543056405557,38.62886101888883,5,1,13997,0.7726615862934262,0.8892477392934993,22039.021574403345
148,19.06492441494902,8.215481069851565,55.806172591788005,5,0,45566,0.4441173917248248,0.644278957947602,64807.15165558616
286,9.44603709440599,38.77954097444488,84.22545430650854,1,0,25175,0.5467367328603457,0.5802491805926974,50343.20237737207
495,21.948608196377684,22.093794552272886,80.75097302759806,0,1,45860,0.3882770991750375,0.6077164263539209,68690.06663386372
460,14.531569333185875,10.273663769845708,54.056505748382804,1,1,8225,0.39089990939251673,0.6880858286062492,27139.78748355066
492,20.014995429722422,16.98342726117413,75.7865018160785,3,0,49578,0.7733370224495775,0.6130364020720103,82160.814056606
453,23.578628712319222,19.469575725334153,79.38964984253155,1,0,40228,0.9010200748877486,0.6442554137074246,75136.64821938353
170,20.79577718913141,31.536475387678806,83.33324544021778,2,0,46505,0.9739128087027973,0.560740318732239,83613.61893702073
434,21.33987520023047,31.019832512681326,62.670346142953676,2,1,28110,0.7398429822846111,0.6332795445015493,55266.309601685636
497,12.159689907296894,26.417917686806586,42.26765316328271,4,0,15754,0.4288709263526699,0.7575277165439005,38145.73092107186
317,15.034451905186796,8.707574939547253,45.3185445902359,2,1,31655,0.3739552418142515,0.6988341686409787,42813.92079852253
118,9.077771280866086,10.304928005568575,47.74168044249625,1,0,48601,0.8689956800757304,0.65602344255616,60852.05307948529
282,7.922261993869056,8.281492222594482,65.62814884857693,2,1,8114,0.7051295334519995,0.8359034579857012,17561.00148933772
271,14.110157582120676,25.201047415064252,31.968577447716505,0,1,31502,0.7327995147096038,0.902079487126993,34927.30679410398
163,15.900979594008412,35.69984545289914,68.1625481267981,6,1,25028,0.8470234621282964,0.8405551503060786,34447.976089042066
365,10.78542491792382,20.18301792891701,51.86125430569392,2,0,22587,0.7922940594127161,0.6494003159529556,34044.98480022708
131,15.388870355270006,10.629686088521117,47.71450814937853,3,0,47719,0.8841207769992676,0.8349989755268992,57668.759074410314
79,21.74920965027006,24.531481380213844,82.76979424368758,0,0,40333,0.3393497338219149,0.568391082113323,49862.33654733795
388,15.134431695667322,33.41132759029985,57.60014373484793,4,1,8174,0.8232644457225533,0.5586430946410809,26612.150478658285
21,18.416261926210133,30.95992215295255,35.70318273196157,3,1,40398,0.8955969301254667,0.6555321666662715,36455.90871249064
404,20.106299347158103,35.85077728862575,79.60480608157482,1,0,40929,0.50029452972082,0.8634660660698257,80149.92464320455
323,23.774575639108857,14.726573403710374,32.8584754461904,6,1,9321,0.7483130917952769,0.6108567112590358,27327.954132857827
273,16.06394804353959,11.78838535437212,73.6049534500918,1,1,35435,0.5199134446858804,0.5284640340044058,56480.65090345224
159,20.13700297925172,35.793577007967855,76.4343733062399,6,1,12099,0.9705797465377177,0.5592692908428598,24012.900162817394
472,23.252986371097492,28.014610947230807,51.15615635573149,6,0,28760,0.3233965007048526,0.886435235838311,61293.34084987344
56,22.888194511545468,15.882512550264396,79.4872713766672,1,1,16360,0.7058549906830685,0.7852024781362794,17737.55464672871
179,6.821636975554272,30.982181770037823,60.939564351387205,3,0,15313,0.4165524829346605,0.6139405235164895,25777.910113233756
28,12.12784616547044,33.529143456812875,57.797619196367805,3,0,25462,0.798554143624011,0.7498831213976815,32013.012833910045
252,10.479801222135993,26.52423841193963,32.724196888121554,6,0,10801,0.42312319839306345,0.7374108300914076,20556.14847555881
118,5.738500299006986,29.075943845797028,47.401751618934355,3,0,19130,0.4647682833288503,0.7949461902982975,24226.199669941216
166,16.664815498219212,18.134096655493323,85.86059825311798,6,0,19271,0.6460595677320307,0.6049343994897274,30945.48262443448
323,18.718092263920045,23.85434835700637,53.50943779701,6,1,21075,0.9403844649978146,0.888981344237479,30559.32705807363
227,20.96256190933767,23.34557097541568,62.8020312334061,0,0,41919,0.4482000605035796,0.6392158529360058,51646.572472930704
150,6.4555377932541695,34.68167268957701,61.921300739055106,5,0,46679,0.40096801478267247,0.8123592442893066,61504.72891100167
423,21.528881517505877,34.39873930987639,65.4258653893616,0,0,23984,0.8312837822978214,0.5072560908674967,61669.22905325621
171,16.858511272285064,34.14381642714651,33.67985733859696,1,1,27559,0.6504336726337516,0.6676957084523663,31480.58563855054
73,18.07892270277019,5.386106499186303,51.7305752879237,5,1,17861,0.93824957866724,0.6582694180814637,21737.804757325826
139,22.21248007080608,31.23409195641109,73.38769643295325,2,1,38434,0.4026301900118896,0.7445679928623565,52033.00636715961
180,16.495225420865022,31.55367365388517,42.03361506437898,1,1,21667,0.7521495251161274,0.5327313177997384,29717.385401431362
427,10.717317142996702,28.743258799929965,42.214702652781625,4,0,10840,0.4630154023062705,0.8555591181767487,28315.799394983533
135,20.502146628453197,31.469263026200842,30.605436401341485,0,0,8565,0.40973230005614747,0.5980013607954058,16786.923132182357
94,11.26118424390181,34.468963002384804,56.24891559649258,3,1,48194,0.7784005906100893,0.8046670166969045,51121.426485520504
132,4.6845622164105825,21.4611668935625,82.96406284040532,0,1,25977,0.7155792339361132,0.8614454554598419,26881.596972444473
475,20.613090131304993,22.57175747209565,33.11405661523854,3,1,26118,0.8283792208536318,0.7528446303086809,38933.93754623863
439,10.903842897625513,9.364991991898666,41.46712256976016,5,1,27641,0.5166238035123276,0.8333974430248934,39143.95019283457
441,19.476690464026806,18.488155906657664,48.605072300565304,4,0,12366,0.613580159467533,0.7978371404967525,35512.55913411033
123,11.25515789331891,27.517781296912453,73.90348419385278,5,1,31636,0.583830173431293,0.6599884087184034,42411.040444143284
359,21.221360399494433,32.31399216515461,68.43813556815519,4,1,20630,0.98886262477656,0.8639863425651044,42510.59601192061
273,8.390210501619174,12.602318419192368,54.9566342749113,0,1,25056,0.5045742697175715,0.6326156164484875,34792.36930100176
246,23.490945303977398,9.823801470573239,75.54413635550254,3,1,12382,0.5063720668427367,0.7570458129881827,28437.010382574754
131,19.595175495760614,28.206470157517227,66.57786069941412,5,1,21149,0.5481837461800252,0.8354289826136927,29093.390012417265
492,6.284758518407937,5.065795923371873,83.76244797943315,4,1,5992,0.695215856903225,0.6705301594156284,22183.39122292799
118,15.31553239933121,11.243040450756544,79.08160494832158,6,1,11858,0.47662592098462164,0.6362454234278413,19854.38360039692
172,23.707346244834692,6.017498312038381,45.16881636535203,1,0,7121,0.9407029582654918,0.7067057045777703,20135.93046318721
368,13.421309053876287,10.840979124920482,46.286314658052014,1,0,32160,0.4859798954063844,0.8680835724571191,50229.84803908531
421,7.642142776431665,11.346174797392683,37.52138854754314,5,0,25906,0.9270710120921362,0.9184647934155491,40418.29921561443
403,13.695567343006923,18.568575816263795,50.21788354304739,3,0,24572,0.3724325445526092,0.7452875357869505,37112.651984046635
385,14.249153117638432,19.08144936402946,89.97263512314566,6,0,9136,0.7595938916797565,0.7976597923956433,30080.173471113107
357,18.83373888457331,35.59918647135832,54.345070116903656,5,0,21727,0.9348898629067706,0.9064731300075113,45781.02795754362
213,17.97691706321809,22.853839937458883,43.22930608134638,0,1,37167,0.41812460687876063,0.5443460831358241,32841.195023268614
329,12.05100087193961,30.31916679643002,75.74897306853319,4,1,20479,0.9778288720694785,0.6044353600397743,38923.280998792325
182,8.36046214988173,8.64480752721006,62.54826020775936,0,0,36376,0.6170183522908581,0.8190050028132121,51135.84509407704
227,16.90108335538659,12.890356441229285,38.97608697161715,1,1,9823,0.9620005759087171,0.8706850078605348,19285.098263411644
464,12.434078691065636,29.603020434253686,52.84138086965194,4,0,9920,0.7737740305410328,0.88566306274876,32795.55276122324
188,6.645524222506608,6.848138616398483,54.8681829323606,5,1,24585,0.5111108089114861,0.6867982295847197,30448.13290655027
180,22.011446024727714,22.03091817853136,75.22978203415312,0,1,43239,0.43181176744197447,0.54020295603134,48149.88896333033
87,17.824437152193088,25.977913798202685,31.240282133514267,2,1,22272,0.5126145323575695,0.697001664784829,22341.796052585127
308,17.663677128909626,26.075097541836836,46.141178807898626,3,1,31619,0.36511218648387245,0.6038305655931742,45351.16444165461
417,20.451677518233478,5.802648394381471,61.055778078931326,6,1,14533,0.40070757644033084,0.6310384047484808,37225.228625198884
296,14.593233573101621,16.273780148021494,46.1308045471706,6,1,44895,0.3732623082425368,0.8475204005768775,38448.10353164748
323,20.301088568049142,27.277172786720392,67.70604284513993,3,0,8720,0.5960604806190903,0.5339871887116491,32202.481995647653
423,13.961815070220116,10.21499076522352,58.91204875647699,2,0,24267,0.8569048633803105,0.8724115478663159,49714.98453436594
403,5.343507998314202,29.339547691481865,51.70261529157484,1,1,20696,0.39896848795143813,0.6924510886208761,30768.634728638674
411,12.104961760553774,31.10738230847861,86.95251761223074,4,0,34968,0.3912243032206351,0.7682287689952678,69645.9805442024
154,13.949297879597811,39.36892166561508,67.92956995118745,3,1,28345,0.7504002646621315,0.5403435040560556,40482.051006866386
214,18.404051632645917,12.344469819974329,37.79648233607647,2,0,30693,0.43802808737764637,0.6518115852607758,44332.036139704396
420,6.131574602573487,33.87957336831403,63.60550184660373,5,1,24385,0.36832702667629413,0.5403654135566806,39345.48323355676
147,6.80037077320898,23.210380192152893,76.84391119205407,6,0,23122,0.4167940047439043,0.9326946752964993,27512.640842260356
52,9.273676052692329,18.07119086504607,72.50938184956783,2,1,6364,0.9466119771137431,0.8632677421968127,6992.817806614203
195,9.329967867417643,9.283186506381227,40.32535375771556,1,0,7708,0.8750298769433336,0.7068347394604071,16441.70292848483
479,18.643691569181247,30.742696227063817,88.3451999424062,1,1,17982,0.5478451936485659,0.6006211467456519,47761.037214809054
462,9.014613211231955,13.255015970029048,56.92881874479636,0,0,22308,0.7590745371291749,0.9200547973624335,43560.024438732304
390,16.661961267148953,17.999770065556604,39.54150022441568,3,1,37919,0.6760929715676266,0.6550684680771373,39659.77452435322
489,13.885477002765429,7.188977941407895,40.811745247688876,0,1,30161,0.7739869844377947,0.5724429942593187,49670.24311158304
394,15.465887563588012,33.04784205368317,35.89409953134483,6,1,40089,0.7778698067239315,0.7534239748042797,51555.37523536715
41,20.762139263565917,31.830598339007516,78.21108650609605,2,0,18865,0.740113810541995,0.9246983541551672,27515.191450340735
257,12.087630030980486,30.676554051480935,37.32182965931092,4,0,5495,0.48627095797611597,0.5017236307251451,17447.667072483386
177,19.41822754128541,15.480522867216033,37.50751542850482,4,0,49755,0.3273044945339727,0.6071561794642995,42651.274743267655
57,12.440721191013747,11.071802599308503,81.02829688565026,1,1,7148,0.6188967473930762,0.9223014381846835,10487.525120038432
249,11.07742753122499,27.314364256458042,50.67624506685358,4,0,38324,0.9236817192834925,0.5769886850857229,58239.280839570005
384,23.17254354626441,22.365823443962682,31.851474258484348,4,1,18393,0.6986480809630031,0.5509595532379189,31877.902092310327
70,7.687418413579264,11.238836341662456,33.113717971104656,6,0,6552,0.8826737291913356,0.756584247109912,9041.30099319558
457,5.806739211552157,29.00689448674523,38.530226802233734,4,0,40853,0.9941370400728597,0.8878297204826734,55110.24662319876
283,19.419718510709572,39.68942511374563,42.803600878541374,2,0,37924,0.4145313428967934,0.7146994179622668,56980.7021059541
302,5.364994107081832,31.152685570971318,69.90877165430433,4,0,13926,0.7842443473993876,0.9475539155080361,27250.428854883536
46,20.741579814060586,30.899523533996412,39.43957680010969,5,1,35851,0.7720055015900171,0.8056272647920968,32591.54453643081
245,12.743867927144871,38.26094635257071,37.132463470624316,4,0,28889,0.9859688131507949,0.5333337082447015,44240.10471515025
296,22.31027354583828,12.102772865121576,75.88314848857675,4,0,44930,0.9899205137669602,0.9467744592568889,78261.31548851676
305,18.430657222438114,24.794248772250413,70.26331703159487,0,1,13055,0.7806750282068906,0.6835524065510856,26163.720689613197
116,16.208093340159152,39.287635026185924,56.11945328731417,2,1,9654,0.470530354387536,0.6293311402304671,15353.129947149151
303,22.986135941155315,10.78529388395611,62.95858628880624,1,0,27634,0.8589890866914194,0.7510456326100485,55714.20132339542
386,11.932987461041085,29.508818580558234,48.71904121958511,0,0,37363,0.37492039394772664,0.636938416319389,60088.77632435922
467,23.08173873079266,25.503355109016567,58.95002521412164,3,1,16468,0.84648951292014,0.5389058782040685,46061.88359589121
472,6.700025548424138,25.526768226604744,60.40035893896474,2,1,37922,0.9371372869012875,0.5006427543856296,58902.677181733474
336,13.675098838648255,29.41847196320263,53.234236270685756,5,1,45718,0.5679833763379046,0.702312508814118,59711.99660402768
323,9.398224447843898,37.53659230064895,84.39433264032976,2,0,22380,0.7414447064881563,0.8765885400019665,44711.44198653489
166,14.796855578163868,32.390367894796825,30.963711898860367,3,0,31870,0.6010999124677784,0.7575418335335344,38146.193609022026
23,7.240277557831693,6.96476361956735,76.93027578547478,3,0,42394,0.60643553849169,0.9496432845245484,55675.792081417036
54,20.830593206200867,34.8454806956499,37.462969874479455,3,1,19259,0.517259622375684,0.62908099054124,20198.44927091902
211,20.928156986291146,12.893946547400642,77.85284163223196,6,1,19873,0.8334907343152271,0.6262047791420249,36442.931560166566
68,23.10472625446958,18.19199576577302,66.95471494060328,1,1,18016,0.9553235949165535,0.5718872571052749,18684.182647878508
36,7.093442817664725,21.160648476433376,80.59668545618413,4,0,47137,0.9585256014641228,0.5738286147194008,52880.937457655076
191,16.466651018099814,21.831710026357438,35.85085953845385,2,1,5153,0.4223468994124537,0.6283339682045215,11245.824837029166
239,13.484746174007393,20.23131397393749,63.538838045986445,6,0,12853,0.9123205547595963,0.8567780203730873,23292.740500769585
177,10.887674640884665,37.80736529755526,60.065272815731824,4,1,17379,0.8162020089989854,0.9075905557864015,23637.148033710226
496,11.030803222684376,29.71066526824086,72.37159097780152,4,0,20792,0.47698618048320246,0.9387892263684565,46783.57690019164
65,12.255871012135046,27.090972608484723,62.05743311362055,5,0,43367,0.3470992290450602,0.6045303443434037,59882.92202149037
392,18.098510993779062,6.744470972402954,62.444074027986254,3,1,23100,0.4875980868190646,0.8965838955263412,41777.81727002149
25,15.965721165363092,36.63696655911311,55.77575661456388,1,0,16049,0.9385457657470679,0.6477147901748017,21150.953065404363
118,13.193630255222622,36.828656720293864,48.53006544044045,5,1,5786,0.7432250724270406,0.550778245032598,10833.784856194945
399,5.518668207392442,32.30745722005358,58.935861675131534,0,0,9368,0.8047382626285102,0.8915112164840745,24381.580973782362
252,5.555306881579142,5.246022133476671,37.10954152610404,6,1,35699,0.4800066457763671,0.7862475355896283,36356.75104842985
56,4.046787812515565,7.004808787716818,87.69080033898508,6,1,42040,0.8035717089023742,0.5741289032364778,58291.60996749066
299,23.353987764141728,12.882829579397141,72.8646458175959,1,0,32454,0.31968505439454664,0.6934240658808511,64251.48859588329
368,4.105076371167698,9.597229285071734,87.1480270012708,4,1,43762,0.5627249420411096,0.6292659626946804,67025.4715135659
321,6.061874920274898,18.95926103963053,43.603642939797794,6,0,28600,0.7387273439796318,0.8315575559195887,30258.208939931163
200,10.291931136188218,37.29180703307264,82.76046121059169,1,1,34238,0.40226759587892413,0.7040373037809207,49659.666466282615
114,20.148605036335223,21.52211519689494,78.5273990738123,6,1,30241,0.8761025021128543,0.9451759752978732,31744.110881830835
118,23.241975715282354,5.469091925125796,70.62914474746043,6,1,24810,0.464521909168343,0.5246352420168178,37103.6915037221
207,19.80027117583712,14.89609913525667,67.50175116511235,3,1,25167,0.7565967789729123,0.659756869761311,39754.81152132908
135,17.811204648912813,6.560821793053654,48.9929799160722,0,0,26811,0.5836379998027308,0.7168550751994898,37927.06111342582
210,14.426013348271388,6.270066791472575,78.98464709790184,3,1,44779,0.717230516834353,0.7264100996367439,63423.44314406881
272,5.734104237243672,14.650194858344328,60.09092768878403,0,1,25085,0.3752153868402357,0.6421711200735365,34257.49035555812
488,23.163415860078608,14.64643185376309,34.253494553477125,6,0,14261,0.3118389599451251,0.8281581120939056,44680.77582399475
435,19.16784827891363,32.54943109105614,48.7717896513078,5,0,23733,0.9366950991662109,0.8936361830700386,51854.935652694025
490,16.778987706685236,39.119212847338915,86.11782591271967,4,0,44779,0.4887410061370279,0.9224236858900383,88866.24596265888
180,19.180716910776997,17.992248286149938,81.04081563629077,6,0,34079,0.8737739019463213,0.8622920195597867,46598.609190279436
275,18.48206658546277,20.011040760136353,88.91434188459235,0,0,38980,0.99954521033054,0.8827610887879698,60376.12084105826
342,16.744631595789738,34.56763027001075,67.67960295624589,0,0,19141,0.4480018805992378,0.7477453852789979,43057.37635362271
147,23.611536003599763,14.384865703342967,44.85060438842471,0,1,14344,0.48561951882834886,0.8716497018920666,20690.771077520883
37,22.0672762527205,10.473363154120678,39.76890298061183,6,0,44472,0.7640018513442659,0.6365767591165785,50491.78692933479
300,16.933298382343267,34.858136819127765,41.2148664365077,1,1,20896,0.9758140442204348,0.6793154429491465,33987.636959124335
242,17.863504229138496,6.627520525402293,31.187739500835264,5,0,28817,0.9410700437335207,0.6426108562183449,43051.67584583773
73,5.0319161331741995,26.68948040697955,53.44092665915635,1,1,34813,0.6520128640459094,0.7103243009515664,36921.57272298852
